Date,Time,.SS,MoistureSensorRawAdcFromMc,MoistureSensorRawAdc,RawMoistureSensorComputedVoltsx100,FilteredMoistureSensorFromMc,SmoothMoistureReading,MoistureSensorRawAdc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,F0B8,F308,F331,F017,F322,F308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/04/2023,09:07:45:.923,.923,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:46:.032,.032,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:46:.140,.140,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:46:.248,.248,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:46:.358,.358,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:46:.465,.465,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:46:.572,.572,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:46:.680,.680,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:46:.788,.788,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:46:.894,.894,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:47:.002,.002,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:47:.109,.109,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:47:.217,.217,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:47:.332,.332,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:47:.438,.438,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:47:.547,.547,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:47:.655,.655,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:47:.761,.761,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:47:.868,.868,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:47:.975,.975,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:48:.082,.082,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:48:.189,.189,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:48:.297,.297,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:48:.404,.404,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:48:.510,.510,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:48:.620,.620,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:48:.727,.727,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:48:.836,.836,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:48:.945,.945,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:49:.053,.053,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:49:.159,.159,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:49:.269,.269,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:49:.378,.378,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:49:.485,.485,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:49:.594,.594,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:49:.702,.702,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:49:.810,.810,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:49:.917,.917,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:50:.024,.024,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:50:.131,.131,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:50:.239,.239,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:50:.345,.345,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:50:.455,.455,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:50:.561,.561,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:50:.668,.668,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:50:.775,.775,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:50:.883,.883,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:50:.990,.990,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:51:.097,.097,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:51:.204,.204,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:51:.311,.311,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:51:.418,.418,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:51:.526,.526,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:51:.633,.633,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:51:.739,.739,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:51:.846,.846,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:51:.956,.956,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:52:.066,.066,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:52:.175,.175,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:52:.285,.285,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:52:.395,.395,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:52:.506,.506,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:52:.616,.616,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:52:.726,.726,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:52:.835,.835,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:52:.944,.944,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:53:.051,.051,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:53:.160,.160,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:53:.267,.267,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:53:.502,.502,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:53:.610,.610,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:53:.717,.717,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:53:.828,.828,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:53:.936,.936,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:54:.043,.043,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:54:.150,.150,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
12/04/2023,09:07:54:.257,.257,03 FF,03 FF,01 F3,1E AB,1F 40,03 FF
